"timestamp","row_number","ward","div","precinct","obs","log_obs","precinct_num","minute"
"11/5/2019 12:42:35",345,"21","12","2112",64,4.15888308335967,459,342
"11/5/2019 12:44:35",346,"01","13","0113",98,4.58496747867057,13,285
"11/5/2019 12:45:01",347,"01","13","0113",91,4.51085950651685,13,270
"11/5/2019 12:45:09",348,"36","40","3640",97,4.57471097850338,874,340
"11/5/2019 12:45:18",349,"46","13","4613",39,3.66356164612965,1147,334
"11/5/2019 12:47:01",350,"18","14","1814",5,1.6094379124341,412,20
"11/5/2019 12:47:29",351,"27","17","2717",21,3.04452243772342,627,140
"11/5/2019 12:48:36",352,"08","22","0822",65,4.17438726989564,193,347
"11/5/2019 12:52:24",354,"05","26","0526",114,4.7361984483945,119,337
"11/5/2019 12:53:39",355,"30","03","3003",3,1.09861228866811,672,15
"11/5/2019 12:55:45",356,"08","22","0822",67,4.20469261939097,193,355
"11/5/2019 12:58:08",357,"58","43","5843",46,3.8286413964891,1488,360
"11/5/2019 12:58:43",358,"58","02","5802",20,2.99573227355399,1447,360
"11/5/2019 12:59:16",359,"58","37","5837",73,4.29045944114839,1482,360
"11/5/2019 12:59:39",360,"22","03","2203",111,4.70953020131233,495,330
"11/5/2019 12:59:44",361,"26","17","2617",25,3.2188758248682,604,130
"11/5/2019 12:59:51",362,"58","32","5832",28,3.3322045101752,1477,360
"11/5/2019 13:00:13",363,"36","29","3629",36,3.58351893845611,863,105
"11/5/2019 13:01:52",364,"08","22","0822",69,4.23410650459726,193,361
"11/5/2019 13:05:50",365,"36","36","3636",30,3.40119738166216,870,48
"11/5/2019 13:06:38",366,"09","14","0914",46,3.8286413964891,220,140
